id,"show","title",order
6780,"308","I Think I Smell A Rat",3
6781,"308","Lovesick (B. Dylan)",4
6782,"308","My Doorbell",5
6783,"308","I Think I Smell A Rat",6
6784,"308","Pablo Picasso (The Modern Lovers)",7
6785,"308","Hotel Yorba",8
6786,"308","Cannon",9
6787,"308","Offend In Every Way",10
6788,"308","Forever Is For Her",11
6789,"308","Death Letter (Son House)",12
6790,"308","Cannon",13
6791,"308","The Nurse",14
6792,"308","Cannon",15
6793,"308","Aluminum",16
6794,"308","Little Room",17
6795,"308","Ball and Biscuit",18
6796,"308","Seven Nation Army",19
6797,"308","Louie Louie (R. Berry)",20
6798,"308","The Union Forever",21
6799,"308","ENCORE",23
6800,"308","We Are Going To Be Friends",24
6801,"308","Red Rain",25
6802,"308","Little Bird",26
6803,"308","Little Ghost",27
6804,"308","Seven Nation Army",28
6805,"308","The Hardest Button To Button",29
6806,"308","Boll Weevil (Leadbelly)",30
6807,"309","Dead Leaves and the Dirty Ground",0
6808,"309","Black Math",1
6809,"309","Passive Manipulation",2
6810,"309","Blue Orchid",3
6811,"309","Dead Leaves and the Dirty Ground (piano)",4
6812,"309","Hotel Yorba",5
6813,"309","I Think I Smell A Rat",6
6814,"309","Instinct Blues",7
6815,"309","My Doorbell",8
6816,"309","Cannon",9
6817,"309","When I Hear My Name",10
6818,"309","Death Letter (Son House)",11
6819,"309","One More Cup Of Coffee (Bob Dylan)",12
6820,"309","Astro",13
6821,"309","Jack The Ripper (Screaming Lord Sutch)",14
6822,"309","The Nurse",15
6823,"309","The Big Three Killed My Baby",16
6824,"309","Cold Cold Night",17
6825,"309","Ball and Biscuit",18
6826,"309","ENCORE",20
6827,"309","I’m Lonely",21
6828,"309","As Ugly As I Seem",22
6829,"309","The Hardest Button To Button",23
6830,"309","Fell In Love With A Girl",24
6831,"309","I Just Don’t Know What To Do With Myself (Bacharach/David)",25
6832,"309","Little Ghost",26
6833,"309","Red Rain",27
6834,"309","Apple Blossom",28
6835,"309","Let’s Shake Hands",29
6836,"309","Seven Nation Army",30
6837,"310","Let’s Shake Hands",0
6838,"310","Blue Orchid",1
6839,"310","Party Of Special Things To Do (Capt Beefheart)",2
6840,"310","Dead Leaves and the Dirty Ground",3
6841,"310","Passive Manipulation",4
6842,"310","Cannon",5
6843,"310","I Think I Smell A Rat",6
6844,"310","Ball and Biscuit",7
6845,"310","St. James Infirmary (Trad)",8
6846,"310","Little Bird",9
6847,"310","I Want To Be The Boy To Warm Your Mother’s Heart",10
6848,"310","Stones In My Passway (R. Johnson)",11
6849,"310","Stop Breaking Down (R. Johnson)",12
6850,"310","My Doorbell",13
6851,"310","Wasting My Time",14
6852,"310","Jolene (D. Parton)",15
6853,"310","Cold Cold Night",16
6854,"310","Same Boy You’ve Always Known",17
6855,"310","Girl You Have No Faith In Medicine",18
6856,"310","Cannon",19
6857,"310","Passive Manipulation",20
6858,"310","The Hardest Button To Button",21
6859,"310","ENCORE",23
6860,"310","When I Hear My Name",24
6861,"310","Instinct Blues",25
6862,"310","Lafayette Blues",26
6863,"310","The Union Forever",27
6864,"310","The Nurse",28
6865,"310","Seven Nation Army",29
6866,"310","We Are Going To Be Friends",30
6867,"310","Forever For Her",31
6868,"310","Red Rain",32
6869,"310","I Just Don’t Know What To Do with Myself (Bacharach/David)",33
6870,"310","Hotel Yorba",34
6871,"310","Boll Weevil (Leadbelly)",35
6872,"311","Dead Leaves and the Dirty Ground",0
6873,"311","Blue Orchid",1
6874,"311","Hotel Yorba",2
6875,"311","Denial Twist",3
6876,"311","Apple Blossom",4
6877,"311","I Think I Smell A Rat",5
6878,"311","Passive Manipulation",6
6879,"311","Harrigan (G. Cohan)",7
6880,"311","Cannon",8
6881,"311","John The Revelator (Trad)",9
6882,"311","Fell  In Love With A Girl",10
6883,"311","Ball and Biscuit",11
6884,"311","My Doorbell",12
6885,"311","As Ugly As I Seem",13
6886,"311","Death Letter (Son House)",14
6887,"311","Grinnin’ In Your Face (Son House)",15
6888,"311","Do",16
6889,"311","Screwdriver",17
6890,"311","Black Jack Davey (Trad)",18
6891,"311","?",19
6892,"311","Walking With A Ghost (Tegan and Sara)",20
6893,"311","The Hardest Button To Button",21
6894,"311","Ball and Biscuit",22
6895,"311","Seven Nation Army",23
6896,"311","ENCORE",25
6897,"311","I Just Don’t Know What To Do with Myself (Bacharach/David)",26
6898,"311","Little Ghost",27
6899,"311","Blue Moon Of Kentucky (B. Monroe)",28
6900,"311","Red Rain",29
6901,"311","You’ve Got Her In Your Pocket",30
6902,"311","When I Hear My Name",31
6903,"311","Astro",32
6904,"311","The Nurse",33
6905,"311","Boll Weevil (Leadbelly)",34
6906,"312","Dead Leaves and the Dirty Ground",0
6907,"312","Passive Manipulation",1
6908,"312","I Think I Smell A Rat",2
6909,"312","Blue Orchid",3
6910,"312","Party Of Special Things To Do (Capt Beefheart)",4
6911,"312","I Think I Smell A Rat",5
6912,"312","My Doorbell",6
6913,"312","Death Letter (Son House)",7
6914,"312","Instinct Blues",8
6915,"312","Cannon",9
6916,"312","Lovesick (B. Dylan)",10
6917,"312","Forever Is For Her",11
6918,"312","Hotel Yorba",12
6919,"312","Cold Cold Night",13
6920,"312","Cannon",14
6921,"312","Ball and Biscuit",15
6922,"312","Cool Drink Of Water (T. Johnson)",16
6923,"312","The Big Three Killed My Baby",17
6924,"312","ENCORE",19
6925,"312","The Hardest Button To Button",20
6926,"312","The Nurse",21
6927,"312","Cannon",22
6928,"312","I Just Don’t Know What To Do with Myself (Bacharach/David)",23
6929,"312","Little Ghost",24
6930,"312","Red Rain",25
6931,"312","We Are Going To Be Friends",26
6932,"312","Seven Nation Army",27
6933,"312","Boll Weevil (Leadbelly)",28
6934,"313","Black Math",0
6935,"313","Blue Orchid",1
6936,"313","Dead Leaves and the Dirty Ground",2
6937,"313","Passive Manipulation",3
6938,"313","Cannon",4
6939,"313","Fell In Love With A Girl",5
6940,"313","Cannon",6
6941,"313","Jolene (D. Parton)",7
6942,"313","My Doorbell",8
6943,"313","Same Boy You’ve Always Known",9
6944,"313","Hotel Yorba",10
6945,"313","Apple Blossom",11
6946,"313","Lafayette Blues",12
6947,"313","Let’s Shake Hands",13
6948,"313","One More Cup Of Coffee (B. Dylan)",14
6949,"313","Cannon",15
6950,"313","John The Revelator (Trad)",16
6951,"313","Theres No Home For You Here Girl",17
6952,"313","Passive Manipulation",18
6953,"313","Screwdriver",19
6954,"313","The Nurse",20
6955,"313","ENCORE",22
6956,"313","I Just Don’t Know What To Do with Myself (Bacharach/David)",23
6957,"313","Denial Twist",24
6958,"313","As Ugly As I Seem",25
6959,"313","Red Rain",26
6960,"313","Ball and Biscuit",27
6961,"313","Seven Nation Army",28
6962,"314","Dead Leaves and the Dirty Ground",0
6963,"314","Passive Manipulation",1
6964,"314","Black Math",2
6965,"314","Blue Orchid",3
6966,"314","I Think I Smell A Rat",4
6967,"314","Lovesick (B. Dylan)",5
6968,"314","Hotel Yorba",6
6969,"314","My Doorbell",7
6970,"314","Folksinger (B. Benson)",8
6971,"314","Cannon",9
6972,"314","Handsprings",10
6973,"314","The Union Forever",11
6974,"314","Death Letter (Son House)",12
6975,"314","Forever For Her",13
6976,"314","Same Boy You’ve Always Known",14
6977,"314","You’re Pretty Good Looking For A Girl",15
6978,"314","Look Me Over Closely (T. Gilkyson)",16
6979,"314","Screwdriver",17
6980,"314","Passive Manipulation",18
6981,"314","Cold Cold Night",19
6982,"314","ENCORE",21
6983,"314","The Hardest Button TO Button",22
6984,"314","Truth Doesn’t Make A Noise",23
6985,"314","I Just Don’t Know What To Do with Myself (Bacharach/David)",24
6986,"314","Red Rain",25
6987,"314","I’m Lonely",26
6988,"315","Blue Orchid",0
6989,"315","Dead Leaves and the Dirty Ground",1
6990,"315","I Think I Smell A Rat",2
6991,"315","Take A Whiff On Me (Trad)",3
6992,"315","My Doorbell",4
6993,"315","Cannon",5
6994,"315","Jolene (D. Parton)",6
6995,"315","Passive Manipualtion",7
6996,"315","There’s No Home For You Here Girl",8
6997,"315","I Think I Smell A Rat",9
6998,"315","Party OF Special Things To Do (Capt Beefheart)",10
6999,"315","Death Letter (Son House)",11
7000,"315","I’m Finding It Harder To Be A Gentleman",12
7001,"315","Hotel Yorba",13
7002,"315","Cold Cold Night",14
7003,"315","Black Math",15
7004,"315","The Nurse",16
7005,"315","Forever Is For Her",17
7006,"315","Ball and Biscuit",18
7007,"315"," ",19
7008,"315","ENCORE",20
7009,"315","The Hardest Button TO Button",21
7010,"315","Fell In Love With A Girl",22
7011,"315","We Are Going To Be Friends",23
7012,"315","Red Rain",24
7013,"315","Seven Nation Army",25
7014,"315","Boll Weevil (Leadbelly)",26
7015,"316","Black Math",0
7016,"316","Blue Orchid",1
7017,"316","Dead Leaves and the Dirty Ground  And The Dirty Ground",2
7018,"316","Passive Manipulation",3
7019,"316","The Big Three Killed My Baby",4
7020,"316","I Think I Smell A Rat",5
7021,"316","Jolene (D. Parton)",6
7022,"316","My Doorbell",7
7023,"316","Instinct Blues",8
7024,"316","Cannon",9
7025,"316","Shake (C. Patton)",10
7026,"316","Hotel Yorba",11
7027,"316","I Want To Be The Boy To Warm Your Mothers Heart",12
7028,"316","Death Letter (Son House)",13
7029,"316","Wasting My Time",14
7030,"316","Cannon",15
7031,"316","Shelter Of Your Arms (The Greenhornes)",16
7032,"316","I  Just Don’t Know What To Do With Myself (Bacharach/David)",17
7033,"316","Cold Cold Night",18
7034,"316","Girl You Have No Faith In Medicine",19
7035,"316","Lets Shake Hands",20
7036,"316","Ball and Biscuit",21
7037,"316","We Are Going To Be Friends",22
7038,"316","The Denial Twist",23
7039,"316","The Hardest Button To Button",24
7040,"316","ENCORE",26
7041,"316","Ball and Biscuit",27
7042,"316","The Nurse",28
7043,"316","Fell In Love With A Girl",29
7044,"316","Red Rain",30
7045,"316","Little Ghost",31
7046,"316","Seven Nation Army",32
7047,"316","Boll Weevil (Leadbelly)",33
7048,"317","Lets Shake Hands",0
7049,"317","Blue Orchid",1
7050,"317","Dead Leaves and the Dirty Ground",2
7051,"317","Little Bird",3
7052,"317","Hotel Yorba",4
7053,"317","Cannon",5
7054,"317","Passive Manipulation",6
7055,"317","Black Math",7
7056,"317","Death Letter",8
7057,"317","Wasting My Time",9
7058,"317","Love Sick  (Bob Dylan)",10
7059,"317","My Doorbell",11
7060,"317","We Are Going To Be Friends",12
7061,"317","When I Hear My Name",13
7062,"317","Look Me Over Closely (T.Gilkyson)",14
7063,"317","Cannon",15
7064,"317","Apple Blossom",16
7065,"317","Hello Operator",17
7066,"317","Cold Cold Night",18
7067,"317","Do",19
7068,"317","Fell In Love With A Girl",20
7069,"317","Cannon",21
7070,"317","Ball and Biscuit",22
7071,"317","The Nurse",23
7072,"317","ENCORE",25
7073,"317","I’m Lonely (But I Ain’t That Lonely Yet)",26
7074,"317","The Hardest Button To Button",27
7075,"317","Seven Nation Army",28
7076,"317","I Just  Don’t Know What To Do With Myself (Bacharach-David)",29
7077,"317","Boll Weevil (Leadbelly)",30
7078,"318","When I Hear My Name",0
7079,"318","Passive Manipulation",1
7080,"318","Dead Leaves and the Dirty Ground",2
7081,"318","I Think I Smell A Rat",3
7082,"318","Blue Orchid",4
7083,"318","Party Of Special Things To Do (Captain Beefheart)",5
7084,"318","Black Math",6
7085,"318","My Doorbell",7
7086,"318","Jolene (D. Parton)",8
7087,"318","Instinct Blues",9
7088,"318","Cannon",10
7089,"318","Black Jack Davey (Trad)",11
7090,"318","Cold Cold Night",12
7091,"318","Death Letter (Son House)",13
7092,"318","Forever For Her (Is Over For Me)",14
7093,"318","Same Boy You’ve Always Known",15
7094,"318","Apple Blossom",16
7095,"318","The Hardest Button To Button",17
7096,"318","The Nurse",18
7097,"318","Ball and Biscuit",19
7098,"318","ENCORE",21
7099,"318","Hotel Yorba",22
7100,"318","We Are Going To Be Friends",23
7101,"318","I Fought Pirahnas",24
7102,"318","Lets Build A Home",25
7103,"318","Little Ghost",26
7104,"318","I Just Don’t Know What To Do With Myself (Bacharach-David)",27
7105,"318","Red Rain",28
7106,"318","Seven Nation Army",29
7107,"318","Boll Weevil (Leadbelly)",30
7108,"319","Dead Leaves and the Dirty Ground",0
7109,"319","Passive Manipulation",1
7110,"319","I Think I Smell A Rat",2
7111,"319","Screwdriver",3
7112,"319","Passive Manipulation",4
7113,"319","Blue Orchid",5
7114,"319","I Think I Smell A Rat",6
7115,"319","Screwdriver",7
7116,"319","My Doorbell",8
7117,"319","Cannon",9
7118,"319","Cool Drink Of Water (T.Johnson)",10
7119,"319","Jolene (D. Parton)",11
7120,"319","Hotel Yorba",12
7121,"319","I Want To Be The Boy To Warm Your mothers Heart",13
7122,"319","I Just Cant Keep From Crying Sometimes (Son House)",14
7123,"319","Death Letter (Son House)",15
7124,"319","Offend In Every Way",16
7125,"319","Wasting My Time",17
7126,"319","Denial Twist",18
7127,"319","Cold Cold Night",19
7128,"319","Ugly As I Seem",20
7129,"319","I Just Don’t Know What To Do With Myself  (Bacharach/David)",21
7130,"319","The Hardest Button To Button",22
7131,"319","Ball and Biscuit",23
7132,"319","ENCORE",25
7133,"319","Lets Shake Hands",26
7134,"319","Ball and Biscuit",27
7135,"319","The Nurse",28
7136,"319","Cannon",29
7137,"319","John The Revelator (Trad)",30
7138,"319","Little Ghost",31
7139,"319","Seven Nation Army",32
7140,"319","Boll Weevil (Leadbelly)",33
7141,"320","Blue Orchid",0
7142,"320","Dead Leaves and the Dirty Ground",1
7143,"320","I Think I Smell A Rat",2
7144,"320","Passive Manipulation",3
7145,"320","Black Math",4
7146,"320","Jolene (D. Parton)",5
7147,"320","Hotel Yorba",6
7148,"320","Forever For Her (Is Over For Me) ",7
7149,"320","Now Mary",8
7150,"320","Wasting My Time",9
7151,"320","Cannon",10
7152,"320","(Bob Dylan)",11
7153,"320","My Doorbell",12
7154,"320","Sister Do You Know My Name",13
7155,"320","Death Letter (Son House)",14
7156,"320","Cold Cold Night",15
7157,"320","Red Rain",16
7158,"320","As Ugly As I Seem",17
7159,"320","Ball and Biscuit",18
7160,"320","The Nurse",19
7161,"320","ENCORE",21
7162,"320","The Hardest Button To Button",22
7163,"320","I Just Don’t Know What To Do With Myself (Bacharach/David)",23
7164,"320","We Are Going To Be Friends",24
7165,"320","Little Ghost",25
7166,"321","When I Hear My Name",0
7167,"321","Dead Leaves and the Dirty Ground",1
7168,"321","Passive Manipulation",2
7169,"321","Blue Orchid",3
7170,"321","I Think I Smell A Rat",4
7171,"321","Clarabella",5
7172,"321","Jolene (D. Parton)",6
7173,"321","Red Rain",7
7174,"321","My Doorbell",8
7175,"321","Same Boy You’ve Always Known",9
7176,"321","Love Sick (Bob Dylan)",10
7177,"321","Hotel Yorba",11
7178,"321","Little Bird",12
7179,"321","Death Letter (Son House)",13
7180,"321","ENCORE",15
7181,"321","The Hardest Button To Button",16
7182,"321","The Nurse",17
7183,"321","I Just Don’t Know What To Do With Myself  (Bacharach/David)",18
7184,"321","Cold Cold Night",19
7185,"321","We Are Going To Be Friends",20
7186,"321","Forever For Her (Is Over For Me)",21
7187,"321","Stones In My Passway (R. Johnson)",22
7188,"321","Seven Nation Army",23
7189,"322","Black Math",0
7190,"322","Dead Leaves and the Dirty Ground",1
7191,"322","Blue Orchid",2
7192,"322","Screwdriver",3
7193,"322","Passive Manipulation",4
7194,"322","I Think I Smell A Rat",5
7195,"322","My Doorbell",6
7196,"322","Suzy Lee",7
7197,"322","I Fought Pirahnas",8
7198,"322","Hotel Yorba",9
7199,"322","You’re Pretty Good Looking For A Girl",10
7200,"322","Hello Operator",11
7201,"322","Death Letter",12
7202,"322","One More Cup Of Coffee (Bob Dylan)",13
7203,"322","Same Boy You’ve Always Known",14
7204,"322","The Hardest Button To Button",15
7205,"322","The Nurse",16
7206,"322","Ball and Biscuit",17
7207,"322","ENCORE",19
7208,"322","Cold Cold Night",20
7209,"322","Denial Twist",21
7210,"322","I’m Lonely (But I Ain’t That Lonely yet)",22
7211,"322","Ugly As I Seem",23
7212,"322","I Just Don’t Know What To Do With Myself  (Bacharach/David)",24
7213,"322","Screwdriver",25
7214,"322","Passive Manipulation",26
7215,"322","Cannon",27
7216,"322","?",28
7217,"322","The Union Forever",29
7218,"322","Seven Nation Army",30
7219,"322","Red Rain",31
7220,"322","Little Ghost",32
7221,"322","Boll Weevil (Leadbelly)",33
7222,"323","Blue Orchid",0
7223,"323","Black Math",1
7224,"323","Dead Leaves and the Dirty Ground",2
7225,"323","Passive Manipulation",3
7226,"323","When I Hear My Name",4
7227,"323","My Doorbell",5
7228,"323","Jolene (D. Parton)",6
7229,"323","Cannon",7
7230,"323","?",8
7231,"323","?",9
7232,"323","I Think I Smell A Rat",10
7233,"323","Passive Manipulation",11
7234,"323","Forever For Her (Is Over For Me)",12
7235,"323","Hotel Yorba",13
7236,"323","Death Letter (Son House)",14
7237,"323","Aluminum",15
7238,"323","Offend In Every Way",16
7239,"323","Screwdriver",17
7240,"323","The Nurse",18
7241,"323","Denial Twist",19
7242,"323","Screwdriver",20
7243,"323","Ball and Biscuit",21
7244,"323","ENCORE",23
7245,"323","I’m Lonely (But I Ain’t That Lonely Yet)",24
7246,"323","I Just Don’t Know What To Do With Myself (Bacharach/David)",25
7247,"323","The Hardest Button To Button",26
7248,"323","We Are Going To Be Friends",27
7249,"323","Red Rain",28
7250,"323","Denial Twist",29
7251,"323","Little Ghost",30
7252,"323","Seven Nation Army",31
7253,"323","Boll Weevil (Leadbelly)",32
7254,"324","When I Hear My Name",0
7255,"324","Blue Orchid",1
7256,"324","Dead Leaves and the Dirty Ground",2
7257,"324","Love Sick (Bob Dylan)",3
7258,"324","My Doorbell",4
7259,"324","Cannon",5
7260,"324","I Think I Smell A Rat",6
7261,"324","Passive Manipulation",7
7262,"324","Blackjack Davey",8
7263,"324","Death Letter (Son House)",9
7264,"324","Cold Cold Night",10
7265,"324","Hotel Yorba",11
7266,"324","Apple Blossom",12
7267,"324","Wasting My Time",13
7268,"324","The Big Three Killed My Baby",14
7269,"324","Ugly As I Seem",15
7270,"324","I Just Don’t Know What To Do With Myself (Bacharach/David)",16
7271,"324","Clarabella",17
7272,"324","Ball and Biscuit",18
7273,"324","Cool Drink Of Water (T.Johnson)",19
7274,"324","ENCORE",21
7275,"324","The Hardest Button To Button",22
7276,"324","The Nurse",23
7277,"324","Fell In Love With A Girl",24
7278,"324","Same Boy You’ve Always Known",25
7279,"324","Denial Twist",26
7280,"324","Little Ghost",27
7281,"324","Red Rain",28
7282,"324","Seven Nation Army",29
7283,"324","Boll Weevil (Leadbelly)",30
7284,"325","Black Math",0
7285,"325","Dead Leaves and the Dirty Ground",1
7286,"325","Passive Manipulation",2
7287,"325","Screwdriver",3
7288,"325","Blue Orchid",4
7289,"325","Party Of Special Things To Do (Captain Beefheart)",5
7290,"325","I Think I Smell A Rat",6
7291,"325","Passive Manipulation",7
7292,"325","My Doorbell",8
7293,"325","Jolene (D. Parton)",9
7294,"325","I Fought Pirahnas",10
7295,"325","?",11
7296,"325","Death Letter (Son House)",12
7297,"325","Cannon",13
7298,"325","I’m Finding It Harder To Be A Gentleman",14
7299,"325","Hotel Yorba",15
7300,"325","You’re Pretty Good looking For A Girl",16
7301,"325","Hello Operator",17
7302,"325","Cold Cold Night",18
7303,"325","I Want To Be The Boy To Warm Your Mother’s Heart",19
7304,"325","Aluminum",20
7305,"325","Lets Shake Hands",21
7306,"325","Warning (Black Sabbath)",22
7307,"325","Ball and Biscuit",23
7308,"325","The Nurse",24
7309,"325","ENCORE",26
7310,"325","The Hardest Button To Button",27
7311,"325","Denial Twist",28
7312,"325","We Are Going To Be Friends",29
7313,"325","Red Rain",30
7314,"325","Seven Nation Army",31
7315,"325","I just Don’t Know What To Do With Myself (Bacharach/David)",32
7316,"325","Boll Weevil (Leadbelly)",33
7317,"326","Blue Orchid",0
7318,"326","Broken Bricks",1
7319,"326","Passive Manipulation",2
7320,"326","I Think I Smell A Rat",3
7321,"326","Dead Leaves and the Dirty Ground",4
7322,"326","Little People",5
7323,"326","My Doorbell",6
7324,"326","Stop Breaking Down (R. Johnson)",7
7325,"326","Red Rain",8
7326,"326","Supernaut (Black Sabbath)",9
7327,"326","Cannon",10
7328,"326","?",11
7329,"326","John The Revelator (Trad)",12
7330,"326","The Union Forever",13
7331,"326","Hotel Yorba",14
7332,"326","Fell In Love With A Girl",15
7333,"326","The Nurse",16
7334,"326","Black Jack Davey  (Trad)",17
7335,"326","The Hardest Button To Button",18
7336,"326","Cold Cold Night",19
7337,"326","Forever For Her (Is Over For Me)",20
7338,"326","We Are Going To Be Friends",21
7339,"326","Death Letter (son House)",22
7340,"326","Grinnin’ In Your Face (Son House)",23
7341,"326","ENCORE",25
7342,"326","Black Math",26
7343,"326","St James Infirmary (Trad)",27
7344,"326","Lets Shake Hands",28
7345,"326","I Just Don’t Know What To Do With Myself (Bacharach/David)",29
7346,"326","Denial Twist",30
7347,"326","Seven Nation Army",31
7348,"326","Boll Weevil (Leadbelly)",32
7349,"327","Blue Orchid",0
7350,"327","Dead Leaves and the Dirty Ground",1
7351,"327","Passive Manipulation",2
7352,"327","I Think I Smell A Rat",3
7353,"327","Jolene (D. Parton)",4
7354,"327","My Doorbell",5
7355,"327","Apple Blossom",6
7356,"327","Hello Operator",7
7357,"327","Wasting My Time",8
7358,"327","Same Boy You’ve Always Known",9
7359,"327","Death Letter (Son House)",10
7360,"327","Cold Cold Night",11
7361,"327","Hotel Yorba",12
7362,"327","Forever For Her (Is Over For Me)",13
7363,"327","I Fought Pirahnas",14
7364,"327","St Ides Of March (The Soledad Brothers)",15
7365,"327","Girl You Have No Faith In Medicine",16
7366,"327","Cannon",17
7367,"327","Ball and Biscuit",18
7368,"327","The Nurse",19
7369,"327","ENCORE",21
7370,"327","We Are Going To Be Friends",22
7371,"327","As Ugly As I Seem",23
7372,"327","Sugar Never Tasted So Good",24
7373,"327","The Hardest Button To Button",25
7374,"327","I Just Don’t Know What To Do With Myself",26
7375,"327","The Denial Twist",27
7376,"327","Seven Nation Army",28
7377,"328","When I Hear My Name",0
7378,"328","Blue Orchid",1
7379,"328","Dead Leaves and the Dirty Ground",2
7380,"328","Passive Manipulation",3
7381,"328","My Doorbell",4
7382,"328","Cannon",5
7383,"328","John The Revelator (trad)",6
7384,"328","Do",7
7385,"328","I’m Finding It Harder To Be A Gentleman",8
7386,"328","Death Letter (Son House)",9
7387,"328","I Want To Be The Boy To Warm Your Mother’s Heart",10
7388,"328","Jolene (D. Parton)",11
7389,"328","Cold Cold Night",12
7390,"328","Lets Shake Hands",13
7391,"328","Clarabella",14
7392,"328","Passive Manipulation",15
7393,"328","Ball and Biscuit",16
7394,"328","Lets Build A Home",17
7395,"328","ENCORE",19
7396,"328","Little Ghost",20
7397,"328","Denial Twist",21
7398,"328","Lord Send Me An Angel",22
7399,"328","We Are Going To Be Friends ",23
7400,"328","The Hardest Button To Button",24
7401,"328","The Nurse",25
7402,"328","Small Faces (Public Nuisance)",26
7403,"328","Forever For Her (Is Over For Me)",27
7404,"328","Red Rain",28
7405,"328","I Just Don’t Know What To Do With Myself (Bacharach/David)",29
7406,"328","You’ve Got Her In Your Pocket",30
7407,"328","Seven Nation Army",31
7408,"329","Black Math",0
7409,"329","Dead Leaves and the Dirty Ground",1
7410,"329","Passive Manipulation",2
7411,"329","Cannon",3
7412,"329","Blue Orchid",4
7413,"329","My Doorbell",5
7414,"329","Suzy Lee",6
7415,"329","Boogie Chillun (John Lee Hooker)",7
7416,"329","Freight Train Blues (The Gun Club)",8
7417,"329","Little Bird",9
7418,"329","Death Letter (Son House)",10
7419,"329","Hotel Yorba",11
7420,"329","Forever For Her (is Over For Me)",12
7421,"329","Uglay As I Seem",13
7422,"329","Cannon",14
7423,"329","Apple Blossom",15
7424,"329","Instinct Blues",16
7425,"329","Aluminum",17
7426,"329","Screwdriver",18
7427,"329","Passive Manipulation",19
7428,"329","Cold Cold Night",20
7429,"329","We Are Going To Be Friends",21
7430,"329","Offend In Every Way",22
7431,"329","Ball and Biscuit",23
7432,"329","The Nurse",24
7433,"329","ENCORE",26
7434,"329","The Hardest Button To Button",27
7435,"329","The Denial Twist",28
7436,"329","Astro",29
7437,"329","Jack The Ripper (Screaming Lord Sutch)",30
7438,"329","Red Rain",31
7439,"329","Seven Nation Army",32
7440,"330","When I Hear My Name",0
7441,"330","Blue Orchid",1
7442,"330","I Think I Smell A Rat",2
7443,"330","Passive Manipulation",3
7444,"330","Jolene (D. Parton)",4
7445,"330","Cannon",5
7446,"330","John The Revelator (Trad)",6
7447,"330","Fixing To Die (Bob Dylan)",7
7448,"330","My Doorbell",8
7449,"330","I Fought Pirahnas",9
7450,"330","Hotel Yorba",10
7451,"330","Apple Blossom",11
7452,"330","You’re Pretty Good Looking For A Girl",12
7453,"330","Hello Operator",13
7454,"330","Forever For Her Is Over For Me",14
7455,"330","Death Letter (Son House)",15
7456,"330","One More Cup Of Coffee (Bob Dylan)",16
7457,"330","Cold Cold Night",17
7458,"330","Girl You Have No Faith In Medicine",18
7459,"330","Why Can’t You Be Nicer To Me",19
7460,"330","Dead Leaves and the Dirty Ground",20
7461,"330","Ugly As I Seem",21
7462,"330","Red Rain",22
7463,"330","I Want TO BE The Boy To Warm Your Mother’s Heart",23
7464,"330","The Big Three killed My Baby",24
7465,"330","Ball and Biscuit",25
7466,"330","ENCORE",27
7467,"330","I Just Don’t Know What To Do With Myself",28
7468,"330","The Hardest Button To Button",29
7469,"330","The Nurse",30
7470,"330","The Denial Twist",31
7471,"330","Seven Nation Army",32
7472,"330","Boll Weevil (Leadbelly)",33
7473,"331","When I Hear My Name",0
7474,"331","Blue Orchid",1
7475,"331","I Think I Smell A Rat",2
7476,"331","Passive Manipulation",3
7477,"331","Jolene (D. Parton)",4
7478,"331","Cannon",5
7479,"331","John The Revelator (Trad)",6
7480,"331","Fixing To Die (Bob Dylan)",7
7481,"331","My Doorbell",8
7482,"331","I Fought Pirahnas",9
7483,"331","Hotel Yorba",10
7484,"331","Apple Blossom",11
7485,"331","You’re Pretty Good Looking For A Girl",12
7486,"331","Hello Operator",13
7487,"331","Forever For Her Is Over For Me",14
7488,"331","Death Letter (Son House)",15
7489,"331","One More Cup Of Coffee (Bob Dylan)",16
7490,"331","Cold Cold Night",17
7491,"331","Girl You Have No Faith In Medicine",18
7492,"331","Why Can’t You Be Nicer To Me",19
7493,"331","Dead Leaves and the Dirty Ground",20
7494,"331","Ugly As I Seem",21
7495,"331","Red Rain",22
7496,"331","I Want To Be The Boy To Warm Your Mother’s Heart",23
7497,"331","The Big Three killed My Baby",24
7498,"331","Ball and Biscuit",25
7499,"331","ENCORE",27
7500,"331","I Just Don’t Know What To Do With Myself",28
7501,"331","The Hardest Button To Button",29
7502,"331","The Nurse",30
7503,"331","The Denial Twist",31
7504,"331","Seven Nation Army",32
7505,"331","Boll Weevil (Leadbelly)",33
7506,"332","Blue Orchid",0
7507,"332","Dead Leaves and the Dirty Ground",1
7508,"332","Broken Bricks",2
7509,"332","I Think I Smell A Rat",3
7510,"332","Lovesick (Bob Dylan)",4
7511,"332","My Doorbell",5
7512,"332","Wasting My Time",6
7513,"332","Cannon",7
7514,"332","Look Me Over Closely (T. Gilkyson)",8
7515,"332","Hotel Yorba",9
7516,"332","Offend In Every Way",10
7517,"332","Can’t Get This Stuff no More (Tampa Red)",11
7518,"332","Death Letter (Son House)",12
7519,"332","Same Boy You’ve Always Known",13
7520,"332","Instinct Blues",14
7521,"332","Blackjack Davey (Trad)",15
7522,"332","Lets Shake Hands",16
7523,"332","The Denial Twist",17
7524,"332","Apple Blossom",18
7525,"332","Little Ghost",19
7526,"332","Red Rain",20
7527,"332","Seven Nation Army",21
7528,"332","ENCORE",23
